id|datetm|cui|type|polarity|text
577200115779268608|Sun Mar 15 20:10:06 UTC 2015|C1170625|1|1|Suboxone
577200115779268608|Sun Mar 15 20:10:06 UTC 2015|C0085281|2|1|addiction
581174130990587905|Thu Mar 26 19:21:25 UTC 2015|C1522449|5|1|RT
581188669966585856|Thu Mar 26 20:19:11 UTC 2015|C0024554|3|1|m
581172016453193728|Thu Mar 26 19:13:01 UTC 2015|C0528249|1|1|Humalog
581172080697323520|Thu Mar 26 19:13:16 UTC 2015|C0528249|1|1|Humalog
581172105967976448|Thu Mar 26 19:13:22 UTC 2015|C0013806|5|1|est
581172105967976448|Thu Mar 26 19:13:22 UTC 2015|C0523213|5|1|pas
577205710397657088|Sun Mar 15 20:32:19 UTC 2015|C0528249|1|1|humalog
577205737958555648|Sun Mar 15 20:32:26 UTC 2015|C0939400|1|1|Nexium
577205921144778752|Sun Mar 15 20:33:10 UTC 2015|C0528249|1|1|humalog
577211213542735872|Sun Mar 15 20:54:12 UTC 2015|C0524222|5|1|Oxycontin
577211213542735872|Sun Mar 15 20:54:12 UTC 2015|C0722364|1|1|Oxycontin
581174863127273472|Thu Mar 26 19:24:19 UTC 2015|C1170625|1|1|Suboxone
577215430969942016|Sun Mar 15 21:10:57 UTC 2015|C0719198|1|1|Celebrex
577220614118858753|Sun Mar 15 21:31:33 UTC 2015|C0524222|5|1|OxyContin
577220614118858753|Sun Mar 15 21:31:33 UTC 2015|C0722364|1|1|OxyContin
581178442508574720|Thu Mar 26 19:38:33 UTC 2015|C0528249|1|1|Humalog
581179833520009216|Thu Mar 26 19:44:04 UTC 2015|C0262950|6|1|bones
581179833520009216|Thu Mar 26 19:44:04 UTC 2015|C1266909|6|1|bones
581179833520009216|Thu Mar 26 19:44:04 UTC 2015|C0234238|3|1|ache
581179833520009216|Thu Mar 26 19:44:04 UTC 2015|C0085593|3|1|Chills
581181725209976832|Thu Mar 26 19:51:35 UTC 2015|C0683416|2|1|depersonalization disorder
581181725209976832|Thu Mar 26 19:51:35 UTC 2015|C0011551|2|1|depersonalization
581181725209976832|Thu Mar 26 19:51:35 UTC 2015|C0012634|2|1|disorder
577228186435596289|Sun Mar 15 22:01:38 UTC 2015|C1522449|5|1|RT
577228186435596289|Sun Mar 15 22:01:38 UTC 2015|C0150055|2|1|chronic pain
577228186435596289|Sun Mar 15 22:01:38 UTC 2015|C0030193|3|1|pain
577228186435596289|Sun Mar 15 22:01:38 UTC 2015|C0524150|5|1|Hydrocodone
577228186435596289|Sun Mar 15 22:01:38 UTC 2015|C0020264|1|1|Hydrocodone
577228186435596289|Sun Mar 15 22:01:38 UTC 2015|C0524222|5|1|Oxycontin
577228186435596289|Sun Mar 15 22:01:38 UTC 2015|C0722364|1|1|Oxycontin
577227386468458496|Sun Mar 15 21:58:27 UTC 2015|C0719950|1|1|diovan hct
577227386468458496|Sun Mar 15 21:58:27 UTC 2015|C0018935|5|1|hct
581185855244644352|Thu Mar 26 20:08:00 UTC 2015|C0310367|1|1|today
581185956251889666|Thu Mar 26 20:08:24 UTC 2015|C1522449|5|1|RT
581185956251889666|Thu Mar 26 20:08:24 UTC 2015|C0013806|5|1|est
581185974916530176|Thu Mar 26 20:08:28 UTC 2015|C1522449|5|1|RT
581186007279800322|Thu Mar 26 20:08:36 UTC 2015|C0678156|3|1|ecstasy
581186007279800322|Thu Mar 26 20:08:36 UTC 2015|C0524222|5|1|oxycontin
581186007279800322|Thu Mar 26 20:08:36 UTC 2015|C0722364|1|1|oxycontin
577229928221003777|Sun Mar 15 22:08:33 UTC 2015|C0939400|1|1|NEXIUM
581186775990812672|Thu Mar 26 20:11:39 UTC 2015|C1522449|5|1|RT
581186775990812672|Thu Mar 26 20:11:39 UTC 2015|C0162373|1|1|Prozac
577237702774538241|Sun Mar 15 22:39:27 UTC 2015|C0528249|1|1|humalog
577237425174540288|Sun Mar 15 22:38:21 UTC 2015|C0021400|2|1|flu
577237425174540288|Sun Mar 15 22:38:21 UTC 2015|C0015967|3|1|fever
577237425174540288|Sun Mar 15 22:38:21 UTC 2015|C0202194|5|1|k
577237425174540288|Sun Mar 15 22:38:21 UTC 2015|C0010200|3|1|cough
577237425174540288|Sun Mar 15 22:38:21 UTC 2015|C0021400|2|1|flu
577249021552652288|Sun Mar 15 23:24:26 UTC 2015|C0524222|5|1|oxycontin
577249021552652288|Sun Mar 15 23:24:26 UTC 2015|C0722364|1|1|oxycontin
577249099319119873|Sun Mar 15 23:24:44 UTC 2015|C1522449|5|1|RT
577249099319119873|Sun Mar 15 23:24:44 UTC 2015|C0524222|5|1|oxycontin
577249099319119873|Sun Mar 15 23:24:44 UTC 2015|C0722364|1|1|oxycontin
581193908861947904|Thu Mar 26 20:40:00 UTC 2015|C0043227|3|1|work
581194129067130880|Thu Mar 26 20:40:53 UTC 2015|C0013806|5|1|est
581194129067130880|Thu Mar 26 20:40:53 UTC 2015|C0523213|5|1|pas
581198768256786433|Thu Mar 26 20:59:19 UTC 2015|C1522449|5|1|RT
581190165101690880|Thu Mar 26 20:25:08 UTC 2015|C0011065|3|1|Death
581190165101690880|Thu Mar 26 20:25:08 UTC 2015|C1306577|3|1|Death
581190165101690880|Thu Mar 26 20:25:08 UTC 2015|C0019080|2|1|Bleeding
581190255153410049|Thu Mar 26 20:25:29 UTC 2015|C0011065|3|1|Death
581190255153410049|Thu Mar 26 20:25:29 UTC 2015|C1306577|3|1|Death
581190355657367553|Thu Mar 26 20:25:53 UTC 2015|C0030193|3|1|pain
577249356446707712|Sun Mar 15 23:25:46 UTC 2015|C1522449|5|1|RT
577249356446707712|Sun Mar 15 23:25:46 UTC 2015|C0719198|1|1|Celebrex
581194670820200448|Thu Mar 26 20:43:02 UTC 2015|C0939400|1|1|Nexium
577255303101558784|Sun Mar 15 23:49:23 UTC 2015|C0524222|5|1|Oxycontin
577255303101558784|Sun Mar 15 23:49:23 UTC 2015|C0722364|1|1|Oxycontin
577255303101558784|Sun Mar 15 23:49:23 UTC 2015|C0231377|3|1|im
577262963536465920|Mon Mar 16 00:19:50 UTC 2015|C0221423|3|1|illness
581199219001815040|Thu Mar 26 21:01:06 UTC 2015|C0939246|1|1|advair diskus
577265339471364096|Mon Mar 16 00:29:16 UTC 2015|C0003469|2|1|anxiety
577265339471364096|Mon Mar 16 00:29:16 UTC 2015|C0003467|3|1|anxiety
577265475727409152|Mon Mar 16 00:29:49 UTC 2015|C0475806|3|1|near
581198266248859648|Thu Mar 26 20:57:19 UTC 2015|C0021390|2|1|IBD
577265660117528576|Mon Mar 16 00:30:33 UTC 2015|C1522449|5|1|RT
577266826846953472|Mon Mar 16 00:35:11 UTC 2015|C0030193|3|1|pain
577266826846953472|Mon Mar 16 00:35:11 UTC 2015|C1170625|1|1|Suboxone
581198950939643904|Thu Mar 26 21:00:02 UTC 2015|C1522449|5|1|RT
581198950939643904|Thu Mar 26 21:00:02 UTC 2015|C0683416|2|1|depersonalization disorder
581198950939643904|Thu Mar 26 21:00:02 UTC 2015|C0011551|2|1|depersonalization
581198950939643904|Thu Mar 26 21:00:02 UTC 2015|C0012634|2|1|disorder
581199162743619584|Thu Mar 26 21:00:53 UTC 2015|C1522449|5|1|RT
581199162743619584|Thu Mar 26 21:00:53 UTC 2015|C0528249|1|1|Humalog
581200697057783809|Thu Mar 26 21:06:59 UTC 2015|C0011581|2|1|Depression
581200697057783809|Thu Mar 26 21:06:59 UTC 2015|C0011570|2|1|Depression
581200697057783809|Thu Mar 26 21:06:59 UTC 2015|C0344315|3|1|Depression
577269918648938497|Mon Mar 16 00:47:28 UTC 2015|C1522449|5|1|RT
577269918648938497|Mon Mar 16 00:47:28 UTC 2015|C0023516|6|1|white blood cell
577269918648938497|Mon Mar 16 00:47:28 UTC 2015|C0005773|6|1|blood cell
577269918648938497|Mon Mar 16 00:47:28 UTC 2015|C0005767|6|1|blood
577269918648938497|Mon Mar 16 00:47:28 UTC 2015|C1269647|6|1|cell
577269918648938497|Mon Mar 16 00:47:28 UTC 2015|C0007634|6|1|cell
577272113704398849|Mon Mar 16 00:56:11 UTC 2015|C0023516|6|1|white blood cell
577272113704398849|Mon Mar 16 00:56:11 UTC 2015|C0005773|6|1|blood cell
577272113704398849|Mon Mar 16 00:56:11 UTC 2015|C0005767|6|1|blood
577272113704398849|Mon Mar 16 00:56:11 UTC 2015|C1269647|6|1|cell
577272113704398849|Mon Mar 16 00:56:11 UTC 2015|C0007634|6|1|cell
577276911052660736|Mon Mar 16 01:15:15 UTC 2015|C0030847|3|1|erectile
577276918384332800|Mon Mar 16 01:15:17 UTC 2015|C0719198|1|1|celebrex
577277020054257664|Mon Mar 16 01:15:41 UTC 2015|C0524222|5|1|OxyContin
577277020054257664|Mon Mar 16 01:15:41 UTC 2015|C0722364|1|1|OxyContin
577277020054257664|Mon Mar 16 01:15:41 UTC 2015|C0263940|2|1|Curb
577277020054257664|Mon Mar 16 01:15:41 UTC 2015|C0033213|3|1|Problem
577277020054257664|Mon Mar 16 01:15:41 UTC 2015|C0013146|2|1|Drug Abuse
577277020054257664|Mon Mar 16 01:15:41 UTC 2015|C1328247|2|1|Abuse
577277020054257664|Mon Mar 16 01:15:41 UTC 2015|C0562381|3|1|Abuse
581204510342778880|Thu Mar 26 21:22:08 UTC 2015|C1522449|5|1|RT
581204510342778880|Thu Mar 26 21:22:08 UTC 2015|C0719950|1|1|diovan hct
581204510342778880|Thu Mar 26 21:22:08 UTC 2015|C0018935|5|1|hct
581210799760244736|Thu Mar 26 21:47:07 UTC 2015|C0087111|5|1|Treatment
581210799760244736|Thu Mar 26 21:47:07 UTC 2015|C1533734|5|1|Treatment
581210799760244736|Thu Mar 26 21:47:07 UTC 2015|C1170625|1|1|Suboxone
581210799760244736|Thu Mar 26 21:47:07 UTC 2015|C0087111|5|1|TX
581210799760244736|Thu Mar 26 21:47:07 UTC 2015|C0332377|3|1|TX
581210799760244736|Thu Mar 26 21:47:07 UTC 2015|C1170625|1|1|suboxone
581210087156531200|Thu Mar 26 21:44:17 UTC 2015|C1522449|5|1|RT
581210106043478016|Thu Mar 26 21:44:22 UTC 2015|C0719198|1|1|Celebrex
581212931804700673|Thu Mar 26 21:55:36 UTC 2015|C0524222|5|1|Oxycontin
581212931804700673|Thu Mar 26 21:55:36 UTC 2015|C0722364|1|1|Oxycontin
577290268963143680|Mon Mar 16 02:08:20 UTC 2015|C0719198|1|1|Celebrex
581214039751168000|Thu Mar 26 22:00:00 UTC 2015|C1522449|5|1|RT
581214055593066497|Thu Mar 26 22:00:03 UTC 2015|C0299792|1|1|aripiprazole
581214055593066497|Thu Mar 26 22:00:03 UTC 2015|C0011581|2|1|depression
581214055593066497|Thu Mar 26 22:00:03 UTC 2015|C0011570|2|1|depression
581214055593066497|Thu Mar 26 22:00:03 UTC 2015|C0344315|3|1|depression
581217440794804226|Thu Mar 26 22:13:31 UTC 2015|C1522449|5|1|RT
581217440794804226|Thu Mar 26 22:13:31 UTC 2015|C0528249|1|1|Humalog
581217479294320640|Thu Mar 26 22:13:40 UTC 2015|C1522449|5|1|RT
581217479294320640|Thu Mar 26 22:13:40 UTC 2015|C0528249|1|1|Humalog
577295585834840065|Mon Mar 16 02:29:27 UTC 2015|C1170625|1|1|Suboxone
577298218767237120|Mon Mar 16 02:39:55 UTC 2015|C0024554|3|1|M
577297401909645312|Mon Mar 16 02:36:40 UTC 2015|C0939400|1|1|nexium
577299842847744000|Mon Mar 16 02:46:22 UTC 2015|C0002622|2|1|amnesia
577301050983481345|Mon Mar 16 02:51:10 UTC 2015|C0939400|1|1|nexium
581224379838799873|Thu Mar 26 22:41:05 UTC 2015|C1522449|5|1|RT
581224379838799873|Thu Mar 26 22:41:05 UTC 2015|C0528249|1|1|Humalog
581224432506662912|Thu Mar 26 22:41:17 UTC 2015|C0003862|3|1|joint pain
581224432506662912|Thu Mar 26 22:41:17 UTC 2015|C1269611|6|1|joint
581224432506662912|Thu Mar 26 22:41:17 UTC 2015|C0022417|6|1|joint
581224432506662912|Thu Mar 26 22:41:17 UTC 2015|C0030193|3|1|pain
577310547747672064|Mon Mar 16 03:28:55 UTC 2015|C0939400|1|1|nexium
577307245035159554|Mon Mar 16 03:15:47 UTC 2015|C0442735|3|1|nothing
577307245035159554|Mon Mar 16 03:15:47 UTC 2015|C0021400|2|-1|flu
577307249707601920|Mon Mar 16 03:15:48 UTC 2015|C0719198|1|1|celebrex
577307257156796416|Mon Mar 16 03:15:50 UTC 2015|C0442735|3|1|nothing
577307257156796416|Mon Mar 16 03:15:50 UTC 2015|C0528249|1|1|Humalog
581220943407792128|Thu Mar 26 22:27:26 UTC 2015|C0528249|1|1|Humalog
577308289567883265|Mon Mar 16 03:19:56 UTC 2015|C0524222|5|1|OxyContin
577308289567883265|Mon Mar 16 03:19:56 UTC 2015|C0722364|1|1|OxyContin
581227118413135872|Thu Mar 26 22:51:58 UTC 2015|C0851578|2|1|sleep disorders
581227118413135872|Thu Mar 26 22:51:58 UTC 2015|C0037313|3|1|sleep
581227118413135872|Thu Mar 26 22:51:58 UTC 2015|C0012634|2|1|disorders
577314336927952896|Mon Mar 16 03:43:58 UTC 2015|C0035139|5|1|replacement
577314336927952896|Mon Mar 16 03:43:58 UTC 2015|C0719950|1|1|diovan hct
577314336927952896|Mon Mar 16 03:43:58 UTC 2015|C0018935|5|1|hct
577321782350221313|Mon Mar 16 04:13:33 UTC 2015|C1522449|5|1|RT
577318945109082112|Mon Mar 16 04:02:17 UTC 2015|C1522449|5|1|RT
581237470081249280|Thu Mar 26 23:33:06 UTC 2015|C0687133|3|1|drug interaction
581237470081249280|Thu Mar 26 23:33:06 UTC 2015|C0687133|3|1|interaction
581237499701420033|Thu Mar 26 23:33:13 UTC 2015|C0013415|2|1|dysthymic disorder
581237499701420033|Thu Mar 26 23:33:13 UTC 2015|C0012634|2|1|disorder
581237534728069120|Thu Mar 26 23:33:21 UTC 2015|C0939400|1|1|nexium
577322943253868544|Mon Mar 16 04:18:10 UTC 2015|C0023618|3|1|sex drive
577322943253868544|Mon Mar 16 04:18:10 UTC 2015|C1314687|3|1|sex
577322943253868544|Mon Mar 16 04:18:10 UTC 2015|C0013126|3|1|drive
577323016834543616|Mon Mar 16 04:18:28 UTC 2015|C0524222|5|1|OxyContin
577323016834543616|Mon Mar 16 04:18:28 UTC 2015|C0722364|1|1|OxyContin
577323016834543616|Mon Mar 16 04:18:28 UTC 2015|C0262950|6|1|bones
577323016834543616|Mon Mar 16 04:18:28 UTC 2015|C1266909|6|1|bones
577323038674325504|Mon Mar 16 04:18:33 UTC 2015|C0939400|1|1|Nexium
581236259592511490|Thu Mar 26 23:28:17 UTC 2015|C0011581|2|1|Depression
581236259592511490|Thu Mar 26 23:28:17 UTC 2015|C0011570|2|1|Depression
581236259592511490|Thu Mar 26 23:28:17 UTC 2015|C0344315|3|1|Depression
577330135793176576|Mon Mar 16 04:46:45 UTC 2015|C1522449|5|1|RT
577331404138147840|Mon Mar 16 04:51:47 UTC 2015|C0011884|2|1|Dr
581249882251341824|Fri Mar 27 00:22:25 UTC 2015|C0032285|2|1|pneumonia
581249938102693888|Fri Mar 27 00:22:39 UTC 2015|C0201956|5|1|citrate
581249938102693888|Fri Mar 27 00:22:39 UTC 2015|C0245561|1|1|duloxetine
581249938102693888|Fri Mar 27 00:22:39 UTC 2015|C0226896|6|1|Oral
577335716876795905|Mon Mar 16 05:08:55 UTC 2015|C0037313|3|1|sleep
577335716876795905|Mon Mar 16 05:08:55 UTC 2015|C0524222|5|1|OxyContin
577335716876795905|Mon Mar 16 05:08:55 UTC 2015|C0722364|1|1|OxyContin
577336272559079424|Mon Mar 16 05:11:08 UTC 2015|C1522449|5|1|RT
577336418298683392|Mon Mar 16 05:11:43 UTC 2015|C0087169|3|1|Withdrawal Symptoms
577336418298683392|Mon Mar 16 05:11:43 UTC 2015|C1457887|3|1|Symptoms
577341829034553344|Mon Mar 16 05:33:13 UTC 2015|C1522449|5|1|RT
577341829034553344|Mon Mar 16 05:33:13 UTC 2015|C0011884|2|1|Dr
577346031718776832|Mon Mar 16 05:49:55 UTC 2015|C0030193|3|1|pain
577345103787741185|Mon Mar 16 05:46:13 UTC 2015|C0939400|1|1|nexium
581246529148723200|Fri Mar 27 00:09:06 UTC 2015|C0719198|1|1|celebrex
581246744769343488|Fri Mar 27 00:09:57 UTC 2015|C0723950|1|1|Tums
581246744769343488|Fri Mar 27 00:09:57 UTC 2015|C0939400|1|1|Nexium
581246744769343488|Fri Mar 27 00:09:57 UTC 2015|C0024554|3|1|m
581246744769343488|Fri Mar 27 00:09:57 UTC 2015|C0700777|1|1|Prilosec
581246747755868160|Fri Mar 27 00:09:58 UTC 2015|C0024117|2|1|copd
581246747755868160|Fri Mar 27 00:09:58 UTC 2015|C0666743|1|1|infliximab
581246747755868160|Fri Mar 27 00:09:58 UTC 2015|C0003873|2|1|Rheumatoid Arthritis
581246747755868160|Fri Mar 27 00:09:58 UTC 2015|C0003864|2|1|Arthritis
581246747755868160|Fri Mar 27 00:09:58 UTC 2015|C0002778|5|1|Analysis
577348595730415616|Mon Mar 16 06:00:06 UTC 2015|C0666743|1|1|Infliximab
581248865631907842|Fri Mar 27 00:18:23 UTC 2015|C1522449|5|1|RT
581246273682075648|Fri Mar 27 00:08:05 UTC 2015|C1522449|5|1|RT
581246484630278144|Fri Mar 27 00:08:55 UTC 2015|C0424589|3|1|energy
581246484630278144|Fri Mar 27 00:08:55 UTC 2015|C0038351|6|1|stomach
581246484630278144|Fri Mar 27 00:08:55 UTC 2015|C1278920|6|1|stomach
581246484630278144|Fri Mar 27 00:08:55 UTC 2015|C0723012|1|1|Remicade
577352286885703681|Mon Mar 16 06:14:46 UTC 2015|C0564405|3|1|relief
577352286885703681|Mon Mar 16 06:14:46 UTC 2015|C0038250|6|1|stem cell
577352286885703681|Mon Mar 16 06:14:46 UTC 2015|C0018956|6|1|stem cell
577352286885703681|Mon Mar 16 06:14:46 UTC 2015|C1269647|6|1|cell
577352286885703681|Mon Mar 16 06:14:46 UTC 2015|C0007634|6|1|cell
577352286885703681|Mon Mar 16 06:14:46 UTC 2015|C0040732|5|1|transplant
577352286885703681|Mon Mar 16 06:14:46 UTC 2015|C0332835|6|1|transplant
577353267086135296|Mon Mar 16 06:18:40 UTC 2015|C1170625|1|1|Suboxone
577353267086135296|Mon Mar 16 06:18:40 UTC 2015|C0022885|5|1|test
581248076943355904|Fri Mar 27 00:15:15 UTC 2015|C0006849|2|1|thrush
581248076943355904|Fri Mar 27 00:15:15 UTC 2015|C0006840|2|1|thrush
581248076943355904|Fri Mar 27 00:15:15 UTC 2015|C1121854|1|-1|Symbicort
577358351962632192|Mon Mar 16 06:38:52 UTC 2015|C0202098|5|1|insulin
577361785415663616|Mon Mar 16 06:52:31 UTC 2015|C0011581|2|1|Depression
577361785415663616|Mon Mar 16 06:52:31 UTC 2015|C0011570|2|1|Depression
577361785415663616|Mon Mar 16 06:52:31 UTC 2015|C0344315|3|1|Depression
581263130367537152|Fri Mar 27 01:15:04 UTC 2015|C0025260|3|1|memory
581263190882910209|Fri Mar 27 01:15:18 UTC 2015|C0005891|3|1|body image
581263295014957056|Fri Mar 27 01:15:43 UTC 2015|C0037813|5|1|MS
581263295014957056|Fri Mar 27 01:15:43 UTC 2015|C0026769|2|1|MS
581263295920766977|Fri Mar 27 01:15:43 UTC 2015|C0233660|2|1|blocking
581263295920766977|Fri Mar 27 01:15:43 UTC 2015|C0001175|2|1|AIDS
581263333631795200|Fri Mar 27 01:15:52 UTC 2015|C0043094|3|1|weight gain
581255605672755200|Fri Mar 27 00:45:10 UTC 2015|C1522449|5|1|RT
581255605672755200|Fri Mar 27 00:45:10 UTC 2015|C0006849|2|1|thrush
581255605672755200|Fri Mar 27 00:45:10 UTC 2015|C0006840|2|1|thrush
581255605672755200|Fri Mar 27 00:45:10 UTC 2015|C1121854|1|-1|Symbicort
581255612790665216|Fri Mar 27 00:45:11 UTC 2015|C0009421|2|1|coma
581255667979177984|Fri Mar 27 00:45:25 UTC 2015|C0373675|5|1|mg
577374383376748544|Mon Mar 16 07:42:34 UTC 2015|C0037313|3|1|sleep
581260215460499456|Fri Mar 27 01:03:29 UTC 2015|C1522449|5|1|RT
581260215460499456|Fri Mar 27 01:03:29 UTC 2015|C0037817|3|1|talk
581260215460499456|Fri Mar 27 01:03:29 UTC 2015|C0040715|2|1|t
581472093000318976|Fri Mar 27 15:05:24 UTC 2015|C1522449|5|1|RT
581469269482967040|Fri Mar 27 14:54:11 UTC 2015|C0030563|3|1|para
577755206697398272|Tue Mar 17 08:55:50 UTC 2015|C0021400|2|1|flu
577757537652457472|Tue Mar 17 09:05:05 UTC 2015|C0719950|1|1|diovan hct
577757537652457472|Tue Mar 17 09:05:05 UTC 2015|C0018935|5|1|hct
581470363055362048|Fri Mar 27 14:58:32 UTC 2015|C0310367|1|1|Today
581473273323614209|Fri Mar 27 15:10:06 UTC 2015|C1522449|5|1|RT
581485190209540097|Fri Mar 27 15:57:27 UTC 2015|C1170625|1|1|suboxone
581493150927056896|Fri Mar 27 16:29:05 UTC 2015|C1533685|5|1|injection
577764877646716928|Tue Mar 17 09:34:15 UTC 2015|C2076600|2|1|swine flu
577764877646716928|Tue Mar 17 09:34:15 UTC 2015|C0021400|2|1|flu
577764877646716928|Tue Mar 17 09:34:15 UTC 2015|C0024554|3|1|m
577764877646716928|Tue Mar 17 09:34:15 UTC 2015|C1602144|1|1|xpect
577764877646716928|Tue Mar 17 09:34:15 UTC 2015|C0200555|5|1|dat
577398040123678720|Mon Mar 16 09:16:34 UTC 2015|C1522449|5|1|RT
581260926915076096|Fri Mar 27 01:06:18 UTC 2015|C1263846|2|1|ADHD
577405537156911104|Mon Mar 16 09:46:22 UTC 2015|C0199176|5|1|Prevention
581271680775032833|Fri Mar 27 01:49:02 UTC 2015|C1522449|5|1|RT
581270894003138560|Fri Mar 27 01:45:55 UTC 2015|C0199176|5|1|Prevention
581270900340838401|Fri Mar 27 01:45:56 UTC 2015|C1522449|5|1|RT
581270900340838401|Fri Mar 27 01:45:56 UTC 2015|C1522449|5|1|RT
581270900340838401|Fri Mar 27 01:45:56 UTC 2015|C0719950|1|1|DIOVAN HCT
581270900340838401|Fri Mar 27 01:45:56 UTC 2015|C0018935|5|1|HCT
581270900340838401|Fri Mar 27 01:45:56 UTC 2015|C0373675|5|1|MG
581272442506604544|Fri Mar 27 01:52:04 UTC 2015|C0524222|5|1|Oxycontin
581272442506604544|Fri Mar 27 01:52:04 UTC 2015|C0722364|1|1|Oxycontin
581272442506604544|Fri Mar 27 01:52:04 UTC 2015|C0035253|3|1|rests
581272607007342592|Fri Mar 27 01:52:43 UTC 2015|C1522449|5|1|RT
577428227137892352|Mon Mar 16 11:16:32 UTC 2015|C1522449|5|1|RT
577428227137892352|Mon Mar 16 11:16:32 UTC 2015|C0021400|2|1|influenza
581277564846678016|Fri Mar 27 02:12:25 UTC 2015|C0221232|3|1|welt
581277564846678016|Fri Mar 27 02:12:25 UTC 2015|C1533685|5|1|injection
581277569418465280|Fri Mar 27 02:12:26 UTC 2015|C1522449|5|1|RT
581277569418465280|Fri Mar 27 02:12:26 UTC 2015|C0683416|2|1|depersonalization disorder
581277569418465280|Fri Mar 27 02:12:26 UTC 2015|C0011551|2|1|depersonalization
581277569418465280|Fri Mar 27 02:12:26 UTC 2015|C0012634|2|1|disorder
577413542552293376|Mon Mar 16 10:18:11 UTC 2015|C0011884|2|1|diabetic retinopathy
577413542552293376|Mon Mar 16 10:18:11 UTC 2015|C0035309|2|1|retinopathy
577413548508254208|Mon Mar 16 10:18:12 UTC 2015|C0011884|2|1|diabetic retinopathy
577413548508254208|Mon Mar 16 10:18:12 UTC 2015|C0035309|2|1|retinopathy
577413555659608064|Mon Mar 16 10:18:14 UTC 2015|C0011884|2|1|diabetic retinopathy
577413555659608064|Mon Mar 16 10:18:14 UTC 2015|C0035309|2|1|retinopathy
577413571325349889|Mon Mar 16 10:18:17 UTC 2015|C1298907|3|1|Yes
577413571325349889|Mon Mar 16 10:18:17 UTC 2015|C0087111|5|1|treatment
577413571325349889|Mon Mar 16 10:18:17 UTC 2015|C1533734|5|1|treatment
577413571325349889|Mon Mar 16 10:18:17 UTC 2015|C0087111|5|1|therapy
581275032313151488|Fri Mar 27 02:02:21 UTC 2015|C1522449|5|1|RT
581275032313151488|Fri Mar 27 02:02:21 UTC 2015|C1306459|2|1|Cancer
581275032313151488|Fri Mar 27 02:02:21 UTC 2015|C0006826|2|1|Cancer
581275032313151488|Fri Mar 27 02:02:21 UTC 2015|C0042789|3|1|sight
581277082002583552|Fri Mar 27 02:10:30 UTC 2015|C1522449|5|1|RT
581277082002583552|Fri Mar 27 02:10:30 UTC 2015|C0373675|5|1|mg
581277127913308161|Fri Mar 27 02:10:41 UTC 2015|C0524222|5|1|Oxycontin
581277127913308161|Fri Mar 27 02:10:41 UTC 2015|C0722364|1|1|Oxycontin
581277127913308161|Fri Mar 27 02:10:41 UTC 2015|C0035253|3|1|rests
577419711706599424|Mon Mar 16 10:42:41 UTC 2015|C0939400|1|1|nexium
581288254239965184|Fri Mar 27 02:54:54 UTC 2015|C1999262|1|1|pack
581288254239965184|Fri Mar 27 02:54:54 UTC 2015|C0202304|5|1|alcohol
581293576396546050|Fri Mar 27 03:16:03 UTC 2015|C1522449|5|1|RT
581293576396546050|Fri Mar 27 03:16:03 UTC 2015|C0011581|2|1|depression
581293576396546050|Fri Mar 27 03:16:03 UTC 2015|C0011570|2|1|depression
581293576396546050|Fri Mar 27 03:16:03 UTC 2015|C0344315|3|1|depression
581293584059670528|Fri Mar 27 03:16:05 UTC 2015|C0528249|1|1|Humalog
581293592682999808|Fri Mar 27 03:16:07 UTC 2015|C0528249|1|1|Humalog
581293688887885824|Fri Mar 27 03:16:30 UTC 2015|C1522449|5|1|RT
581293688887885824|Fri Mar 27 03:16:30 UTC 2015|C0528249|1|1|Humalog
581293740331036672|Fri Mar 27 03:16:42 UTC 2015|C1522449|5|1|RT
581293740331036672|Fri Mar 27 03:16:42 UTC 2015|C0528249|1|1|Humalog
581293743090868224|Fri Mar 27 03:16:42 UTC 2015|C1522449|5|1|RT
581293743090868224|Fri Mar 27 03:16:42 UTC 2015|C0528249|1|1|Humalog
581293786447351808|Fri Mar 27 03:16:53 UTC 2015|C1522449|5|1|RT
581293786447351808|Fri Mar 27 03:16:53 UTC 2015|C0528249|1|1|Humalog
577433673747677185|Mon Mar 16 11:38:10 UTC 2015|C0719198|1|1|celebrex
581280525681229824|Fri Mar 27 02:24:11 UTC 2015|C0939400|1|1|Nexium
577435502908854272|Mon Mar 16 11:45:26 UTC 2015|C0524222|5|1|OxyContin
577435502908854272|Mon Mar 16 11:45:26 UTC 2015|C0722364|1|1|OxyContin
577435510093774849|Mon Mar 16 11:45:28 UTC 2015|C1522449|5|1|RT
577435510093774849|Mon Mar 16 11:45:28 UTC 2015|C0087111|5|1|therapy
577441587262681089|Mon Mar 16 12:09:37 UTC 2015|C1522449|5|1|RT
577441587262681089|Mon Mar 16 12:09:37 UTC 2015|C0027051|2|1|Heart attack
577441587262681089|Mon Mar 16 12:09:37 UTC 2015|C0018787|6|1|Heart
577441587262681089|Mon Mar 16 12:09:37 UTC 2015|C1281570|6|1|Heart
577441587262681089|Mon Mar 16 12:09:37 UTC 2015|C0277793|3|1|attack
577441587262681089|Mon Mar 16 12:09:37 UTC 2015|C1304680|3|1|attack
577441587262681089|Mon Mar 16 12:09:37 UTC 2015|C0019080|2|1|bleeding
577441587262681089|Mon Mar 16 12:09:37 UTC 2015|C0267596|2|1|rectal bleeding
577441587262681089|Mon Mar 16 12:09:37 UTC 2015|C0019080|2|1|bleeding
